993586,mengandung,2301
993637,mengandung,2301
993655,mengandung,2301
993668,mengandung,2301
993705,mengandung,2301
993811,mengandung,2301
993832,mengandung,2301
993905,mengandung,2301
993934,mengandung,2301
993977,mengandung,2301
994040,mengandung,2301
994049,mengandung,2301
994176,mengandung,2301
994193,mengandung,2301
994222,mengandung,2301
994273,mengandung,2301
994365,mengandung,2301
994514,mengandung,2301
994529,mengandung,2301
994593,mengandung,2301
994760,mengandung,2301
994997,mengandung,2301
995068,mengandung,2301
995071,mengandung,2301
995096,mengandung,2301
995135,mengandung,2301
995206,mengandung,2301
995322,mengandung,2301
995405,mengandung,2301
995435,mengandung,2301
995583,mengandung,2301
995584,mengandung,2301
995619,mengandung,2301
995928,mengandung,2301
996040,mengandung,2301
996154,mengandung,2301
996177,mengandung,2301
996331,mengandung,2301
996334,mengandung,2301
996498,mengandung,2301
996533,mengandung,2301
996674,mengandung,2301
996743,mengandung,2301
996744,mengandung,2301
996823,mengandung,2301
996973,mengandung,2301
997004,mengandung,2301
997039,mengandung,2301
997060,mengandung,2301
997107,mengandung,2301
997217,mengandung,2301
997366,mengandung,2301
997686,mengandung,2301
997745,mengandung,2301
997790,mengandung,2301
997826,mengandung,2301
997840,mengandung,2301
998177,mengandung,2301
998200,mengandung,2301
998298,mengandung,2301
998400,mengandung,2301
998433,mengandung,2301
998443,mengandung,2301
998452,mengandung,2301
998717,mengandung,2301
998870,mengandung,2301
998999,mengandung,2301
999016,mengandung,2301
999145,mengandung,2301
999264,mengandung,2301
999287,mengandung,2301
999310,mengandung,2301
999352,mengandung,2301
999448,mengandung,2301
999500,mengandung,2301
999506,mengandung,2301
999528,mengandung,2301
999645,mengandung,2301
999664,mengandung,2301
999698,mengandung,2301
999725,mengandung,2301
999755,mengandung,2301
999815,mengandung,2301
999832,mengandung,2301
999950,mengandung,2301
1000038,mengandung,2301
1000395,mengandung,2301
1000653,mengandung,2301
1000908,mengandung,2301
1000938,mengandung,2301
1000948,mengandung,2301
1000981,mengandung,2301
1014026,menjaga,2701
1014056,menjaga,2701
1014088,menjaga,2701
1014107,menjaga,2701
1014123,menjaga,2701
1014142,menjaga,2701
1014194,menjaga,2701
1014196,menjaga,2701
1014201,menjaga,2701
1014217,menjaga,2701
1014236,menjaga,2701
1014265,menjaga,2701
1014270,menjaga,2701
1014285,menjaga,2701
1014324,menjaga,2701
1014379,menjaga,2701
1014395,menjaga,2701
1014407,menjaga,2701
1014490,menjaga,2701
1014540,menjaga,2701
1014565,menjaga,2701
1014598,menjaga,2701
1014608,menjaga,2701
1014689,menjaga,2701
1014739,menjaga,2701
1014750,menjaga,2701
1014768,menjaga,2701
1014775,menjaga,2701
1014801,menjaga,2701
1014810,menjaga,2701
1014837,menjaga,2701
1014894,menjaga,2701
1014896,menjaga,2701
1014897,menjaga,2701
1014898,menjaga,2701
1014914,menjaga,2701
1014936,menjaga,2701
1014958,menjaga,2701
1015013,menjaga,2701
1015064,menjaga,2701
1015140,menjaga,2701
1015221,menjaga,2701
