913658,ketat,4102
913666,ketat,4102
913673,ketat,4102
913683,ketat,4102
913686,ketat,4102
913700,ketat,4102
913703,ketat,4102
913709,ketat,4102
913750,ketat,4102
913753,ketat,4102
913768,ketat,4102
913776,ketat,4102
913779,ketat,4102
913788,ketat,4102
913804,ketat,4102
913808,ketat,4102
913841,ketat,4102
913852,ketat,4102
913856,ketat,4102
913864,ketat,4102
913865,ketat,4102
913868,ketat,4102
913869,ketat,4102
913874,ketat,4102
913878,ketat,4102
913897,ketat,4102
913919,ketat,4102
913932,ketat,4102
913943,ketat,4102
913945,ketat,4102
913968,ketat,4102
913983,ketat,4102
913989,ketat,4102
913991,ketat,4102
914004,ketat,4102
914056,ketat,4102
914060,ketat,4102
914071,ketat,4102
914090,ketat,4102
914102,ketat,4102
914119,ketat,4102
914121,ketat,4102
914128,ketat,4102
914129,ketat,4102
914130,ketat,4102
914137,ketat,4102
914163,ketat,4102
914167,ketat,4102
914175,ketat,4102
914179,ketat,4102
914182,ketat,4102
914185,ketat,4102
914193,ketat,4102
914200,ketat,4102
914220,ketat,4102
914250,ketat,4102
914265,ketat,4102
914284,ketat,4102
914289,ketat,4102
914290,ketat,4102
914297,ketat,4102
914312,ketat,4102
914343,ketat,4102
914376,ketat,4102
914397,ketat,4102
914403,ketat,4104
914409,ketat,4102
914411,ketat,4102
914450,ketat,4102
914453,ketat,4102
914459,ketat,4102
914497,ketat,4102
914505,ketat,4102
914508,ketat,4102
914517,ketat,4102
914529,ketat,4102
914531,ketat,4102
914557,ketat,4102
914587,ketat,4102
914603,ketat,4102
914610,ketat,4102
914614,ketat,4102
914653,ketat,4102
914679,ketat,4102
914681,ketat,4102
914692,ketat,4102
914699,ketat,4102
914702,ketat,4102
914728,ketat,4102
914732,ketat,4102
914755,ketat,4102
914758,ketat,4102
914772,ketat,4102
914792,ketat,4102
914797,ketat,4102
914810,ketat,4102
914817,ketat,4102
914836,ketat,4102
914839,ketat,4102
914848,ketat,4102
914882,ketat,4102
914883,ketat,4102
914892,ketat,4102
914911,ketat,4102
914918,ketat,4102
